"DATE","","TRANSACTION DETAILS","CHQ.NO./ Ref No.","VALUE DATE","WITHDRAWAL AMT","DEPOSIT AMT","BALANCE AMT",
"11-Apr-16","MICRO ATM INC DATED 31081","","28494971748","11-Apr-16","","64.8","1,84,66,488.11",
"11-Apr-16","MICRO ATM GST DATED 31081","","28494897905","11-Apr-16","","12.96","1,84,66,501.07",
"11-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494893292","11-Apr-16","","1,11,48,300.00","2,96,14,801.07",
"11-Apr-16","CR823518045609/RMCPL23207/2","","28494946442","11-Apr-16","500","","2,96,14,301.07",
"11-Apr-16","CR823513976917/RMCPL09592/2","","28494895276","11-Apr-16","3,000.00","","2,96,11,301.07",
"11-Apr-16","CR823511927139/RMCPL17333/2","","28494898350","11-Apr-16","1,000.00","","2,96,10,301.07",
"11-Apr-16","CR823513976943/RMCPL11131/2","","28494945844","11-Apr-16","500","","2,96,09,801.07",
"11-Apr-16","CR823513976918/RMCPL20650/2","","28494941061","11-Apr-16","2,500.00","","2,96,07,301.07",
"11-Apr-16","CR823513976897/RMCPL28457/2","","28494924040","11-Apr-16","1,000.00","","2,96,06,301.07",
"11-Apr-16","CR823516016429/RMCPL22344/2","","28494963165","11-Apr-16","10,000.00","","2,95,96,301.07",
"11-Apr-16","CR823512956345/RMCPL23829/2","","28494891792","11-Apr-16","2,600.00","","2,95,93,701.07",
"11-Apr-16","CR823512956337/RMCPL11018/2","","28494890673","11-Apr-16","1,000.00","","2,95,92,701.07",
"11-Apr-16","CR823511938871/RMCPL07955/2","","28494905426","11-Apr-16","2,500.00","","2,95,90,201.07",
"11-Apr-16","CR823517020223/RMCPL22994/2","","28494902593","11-Apr-16","2,200.00","","2,95,88,001.07",
"11-Apr-16","CR823518036160/RMCPL14542/2","","28494954699","11-Apr-16","800","","2,95,87,201.07",
"11-Apr-16","CR823512947797/RMCPL22994/2","","28494875099","11-Apr-16","3,000.00","","2,95,84,201.07",
"11-Apr-16","CR823516016438/RMCPL12283/2","","28494875746","11-Apr-16","3,000.00","","2,95,81,201.07",
"11-Apr-16","CR823518031866/RMCPL25522/2","","28494871515","11-Apr-16","4,000.00","","2,95,77,201.07",
"11-Apr-16","CR823518031893/RMCPL07044/2","","28494904916","11-Apr-16","1,000.00","","2,95,76,201.07",
"11-Apr-16","CR823518031865/RMCPL18796/2","","28494913256","11-Apr-16","1,200.00","","2,95,75,001.07",
"11-Apr-16","CR823507876926/RMCPL24601/2","","28494919418","11-Apr-16","3,000.00","","2,95,72,001.07",
"11-Apr-16","CR823512960793/RMCPL26238/2","","28494871335","11-Apr-16","3,500.00","","2,95,68,501.07",
"11-Apr-16","CR823914996150/RMCPL22522/2","","28494947079","11-Apr-16","500","","2,95,68,001.07",
"11-Apr-16","CR823916021935/RMCPL16020/2","","28494929392","11-Apr-16","2,000.00","","2,95,66,001.07",
"11-Apr-16","CR823911948016/RMCPL22273/2","","28494881265","11-Apr-16","1,000.00","","2,95,65,001.07",
"11-Apr-16","CR823911941089/RMCPL22184/2","","28494866863","11-Apr-16","10,000.00","","2,95,55,001.07",
"11-Apr-16","CR823911941111/RMCPL22595/2","","28494933180","11-Apr-16","1,000.00","","2,95,54,001.07",
"11-Apr-16","CR823911941094/RMCPL25478/2","","28494895961","11-Apr-16","2,500.00","","2,95,51,501.07",
"11-Apr-16","CR823911941118/RMCPL21661/2","","28494947916","11-Apr-16","500","","2,95,51,001.07",
"11-Apr-16","CR823916030824/RMCPL25261/2","","28494872931","11-Apr-16","1,100.00","","2,95,49,901.07",
"11-Apr-16","CR823918060532/RMCPL23207/2","","28494968029","11-Apr-16","2,100.00","","2,95,47,801.07",
"11-Apr-16","CR823911952800/RMCPL18312/2","","28494942428","11-Apr-16","900","","2,95,46,901.07",
"11-Apr-16","CR823711450422/RMCPL19766/2","","28494960901","11-Apr-16","2,000.00","","2,95,44,901.07",
"11-Apr-16","CR823711453658/RMCPL21943/2","","28494861728","11-Apr-16","4,000.00","","2,95,40,901.07",
"11-Apr-16","CR823710421563/RMCPL25071/2","","28494882938","11-Apr-16","1,300.00","","2,95,39,601.07",
"11-Apr-16","CR823712463895/RMCPL16645/2","","28494945699","11-Apr-16","1,500.00","","2,95,38,101.07",
"11-Apr-16","CR823713477054/RMCPL09595/2","","28494943626","11-Apr-16","5,000.00","","2,95,33,101.07",
"11-Apr-16","CR823712472806/RMCPL12384/2","","28494966827","11-Apr-16","2,000.00","","2,95,31,101.07",
"11-Apr-16","CR823715512468/RMCPL20178/2","","28494878853","11-Apr-16","1,000.00","","2,95,30,101.07",
"11-Apr-16","CR823715517046/RMCPL25854/2","","28494945527","11-Apr-16","1,000.00","","2,95,29,101.07",
"11-Apr-16","CR823715517049/RMCPL18085/2","","28494936955","11-Apr-16","","500","2,95,28,601.07",
"11-Apr-16","CR823711442489/RMCPL09593/2","","28494940104","11-Apr-16","","1,000.00","2,95,27,601.07",
"11-Apr-16","CR823712465303/RMCPL26560/2","","28494879405","11-Apr-16","","500","2,95,27,101.07",
"11-Apr-16","CR823712465299/RMCPL15290/2","","28494895330","11-Apr-16","10,000.00","","2,95,17,101.07",
"11-Apr-16","CR823712465315/RMCPL19849/2","","28494859410","11-Apr-16","","1,000.00","2,95,16,101.07",
"11-Apr-16","CR823713486078/RMCPL25854/2","","28494877524","11-Apr-16","","2,000.00","2,95,14,101.07",
"11-Apr-16","CR823714508095/RMCPL21313/2","","28494921404","11-Apr-16","","1,000.00","2,95,13,101.07",
"11-Apr-16","CR823610149259/RMCPL24446/2","","28494969971","11-Apr-16","","700","2,95,12,401.07",
"11-Apr-16","CR823611165550/RMCPL15176/2","","28494863250","11-Apr-16","","2,500.00","2,95,09,901.07",
"11-Apr-16","CR823613199098/RMCPL09827/2","","28494949527","11-Apr-16","","600","2,95,09,301.07",
"11-Apr-16","CR823615229413/RMCPL10425/2","","28494869720","11-Apr-16","","2,000.00","2,95,07,301.07",
"11-Apr-16","CR823613197541/RMCPL21107/2","","28494864598","11-Apr-16","","1,200.00","2,95,06,101.07",
"11-Apr-16","CR823610153396/RMCPL20518/2","","28494870693","11-Apr-16","","2,000.00","2,95,04,101.07",
"11-Apr-16","CR823613197533/RMCPL21943/2","","28494943279","11-Apr-16","10,000.00","","2,94,94,101.07",
"11-Apr-16","CR823616247513/RMCPL25813/2","","28494964855","11-Apr-16","","500","2,94,93,601.07",
"11-Apr-16","CR823612184497/RMCPL00154/2","","28494902233","11-Apr-16","","2,000.00","2,94,91,601.07",
"11-Apr-16","CR823611165511/RMCPL24605/2","","28494945919","11-Apr-16","","500","2,94,91,101.07",
"11-Apr-16","CR823611165547/RMCPL17636/2","","28494946583","11-Apr-16","","2,200.00","2,94,88,901.07",
"11-Apr-16","CR823616249677/RMCPL23000/2","","28494892547","11-Apr-16","","1,000.00","2,94,87,901.07",
"11-Apr-16","CR823617256532/RMCPL25071/2","","28494945403","11-Apr-16","","5,500.00","2,94,82,401.07",
"11-Apr-16","CR823617256547/RMCPL09794/2","","28494891558","11-Apr-16","","500","2,94,81,901.07",
"11-Apr-16","CR823614216207/RMCPL22293/2","","28494959216","11-Apr-16","","2,000.00","2,94,79,901.07",
"11-Apr-16","CR823616242585/RMCPL24589/2","","28494950480","11-Apr-16","","500","2,94,79,401.07",
"11-Apr-16","CR824010201553/RMCPL14542/2","","28494970093","11-Apr-16","","5,000.00","2,94,74,401.07",
"11-Apr-16","CR824013256623/RMCPL20978/2","","28494877042","11-Apr-16","","9,000.00","2,94,65,401.07",
"11-Apr-16","CR824011213435/RMCPL21832/2","","28494924712","11-Apr-16","","1,500.00","2,94,63,901.07",
"11-Apr-16","CR824011213447/RMCPL21824/2","","28494937123","11-Apr-16","","1,200.00","2,94,62,701.07",
"11-Apr-16","CR824013249229/RMCPL22278/2","","28494934850","11-Apr-16","","1,800.00","2,94,60,901.07",
"11-Apr-16","CR824014267517/RMCPL26217/2","","28494869940","11-Apr-16","10,000.00","","2,94,50,901.07",
"11-Apr-16","CR824010196738/RMCPL12394/2","","28494970043","11-Apr-16","","500","2,94,50,401.07",
"11-Apr-16","CR824015284584/RMCPL21533/2","","28494968915","11-Apr-16","","1,000.00","2,94,49,401.07",
"11-Apr-16","CR824010191912/RMCPL24303/2","","28494956538","11-Apr-16","","2,000.00","2,94,47,401.07",
"11-Apr-16","CR824009171240/RMCPL23569/2","","28494901945","11-Apr-16","","1,500.00","2,94,45,901.07",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494926083","11-Apr-16","1,00,00,000.00","","1,94,45,901.07",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494943505","11-Apr-16","10,00,000.00","","1,84,45,901.07",
"11-Apr-16","AEPS INCOME DT 31-08-2018","","28494948987","11-Apr-16","","29,191.23","1,84,75,092.30",
"11-Apr-16","AEPS GST INC DT 31-08-201","","28494959518","11-Apr-16","","5,838.25","1,84,80,930.55",
"11-Apr-16","AEPS ACQ CR ADJ FEES 3108","","28494867573","11-Apr-16","","702","1,84,80,229.04",
"11-Apr-16","NPCI SETELEMENT DIFF_3108","","28494972651","11-Apr-16","","500","1,84,80,729.04",
"11-Apr-16","MICRO ATM WDL FEE DT01091","","28494879217","11-Apr-16","","20,700.00","1,85,01,429.04",
"11-Apr-16","MICRO ATM INC DATED 01091","","28494898649","11-Apr-16","","49.32","1,85,01,478.36",
"11-Apr-16","MICRO ATM GST DATED 01091","","28494916025","11-Apr-16","","9.86","1,85,01,488.22",
"11-Apr-16","MICRO ATM WDL FEE DT31081","","28494954023","11-Apr-16","","41,700.00","1,85,43,188.22",
"11-Apr-16","MICRO ATM INC DATED 31081","","28494941468","11-Apr-16","","101.52","1,85,43,289.74",
"11-Apr-16","MICRO ATM GST DATED 31081","","28494888064","11-Apr-16","","20.3","1,85,43,310.04",
"11-Apr-16","MAW/502964XXXXXX4307/Karu","","28494939250","11-Apr-16","","1,700.00","1,85,45,010.04",
"11-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494866610","11-Apr-16","","1,08,62,000.00","2,94,07,010.04",
"11-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494959171","11-Apr-16","","78,37,500.00","3,72,44,510.04",
"11-Apr-16","CB819418940693/RMCPL16717/1","","28494863324","11-Apr-16","","700","3,72,43,810.04",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494965121","11-Apr-16","1,00,00,000.00","","2,72,43,810.04",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494956151","11-Apr-16","10,00,000.00","","2,62,43,810.04",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494936692","11-Apr-16","78,00,000.00","","1,84,43,810.04",
"11-Apr-16","MAW/502964XXXXXX7658/Karu","","28494922512","11-Apr-16","","1,200.00","1,84,45,010.04",
"11-Apr-16","MICRO ATM WDL FEE DT01091","","28494912894","11-Apr-16","","62,700.00","1,85,07,710.04",
"11-Apr-16","MICRO ATM INC DATED 01091","","28494946988","11-Apr-16","","114.12","1,85,07,824.16",
"11-Apr-16","MICRO ATM GST DATED 01091","","28494872498","11-Apr-16","","22.82","1,85,07,846.98",
"11-Apr-16","MICRO ATM WDL FEE DT02091","","28494968095","11-Apr-16","","1,48,000.00","1,86,55,846.98",
"11-Apr-16","MICRO ATM WDL FEE DT03091","","28494876863","11-Apr-16","","53,800.00","1,87,09,646.98",
"11-Apr-16","MICRO ATM INC DATED 03091","","28494962167","11-Apr-16","","109.8","1,87,09,756.78",
"11-Apr-16","MICRO ATM GST DATED 03091","","28494953096","11-Apr-16","","21.96","1,87,09,778.74",
"11-Apr-16","AEPS INCOME DT 01-09-2018","","28494906559","11-Apr-16","","28,462.19","1,87,38,240.93",
"11-Apr-16","AEPS GST INC DT 01-09-201","","28494935992","11-Apr-16","","5,692.44","1,87,43,933.37",
"11-Apr-16","AEPS INCOME DT 02-09-2018","","28494941822","11-Apr-16","","20,682.67","1,87,64,616.04",
"11-Apr-16","AEPS GST INC DT 02-09-201","","28494877742","11-Apr-16","","4,136.53","1,87,68,752.57",
"11-Apr-16","AEPS ACQUIRING ADJ FEES 0","","28494964211","11-Apr-16","20","","1,87,68,732.51",
"11-Apr-16","MAW/502964XXXXXX3430/Karu","","28494955506","11-Apr-16","","2,000.00","1,87,70,732.51",
"11-Apr-16","MAW/502964XXXXXX7517/NAGA","","28494868606","11-Apr-16","","700","1,87,71,432.51",
"11-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494918375","11-Apr-16","","1,11,83,700.00","2,99,55,132.51",
"11-Apr-16","CR824310995528/RMCPL14572/3","","28494909183","11-Apr-16","1,000.00","","2,99,54,132.51",
"11-Apr-16","CR824319127866/RMCPL15696/3","","28494880353","11-Apr-16","10,000.00","","2,99,44,132.51",
"11-Apr-16","CR824309984275/RMCPL23387/3","","28494918205","11-Apr-16","4,000.00","","2,99,40,132.51",
"11-Apr-16","CR824309984323/RMCPL23345/3","","28494953487","11-Apr-16","1,000.00","","2,99,39,132.51",
"11-Apr-16","CR824309979998/RMCPL24446/3","","28494879556","11-Apr-16","700","","2,99,38,432.51",
"11-Apr-16","CR824309979995/RMCPL16755/3","","28494953897","11-Apr-16","1,200.00","","2,99,37,232.51",
"11-Apr-16","CR824309979982/RMCPL11699/3","","28494891534","11-Apr-16","1,000.00","","2,99,36,232.51",
"11-Apr-16","CR824317102915/RMCPL16250/3","","28494913584","11-Apr-16","1,000.00","","2,99,35,232.51",
"11-Apr-16","CR824308970329/RMCPL15326/3","","28494901748","11-Apr-16","800","","2,99,34,432.51",
"11-Apr-16","CR824308970324/RMCPL18858/3","","28494903292","11-Apr-16","1,000.00","","2,99,33,432.51",
"11-Apr-16","CR824312018914/RMCPL21313/3","","28494963963","11-Apr-16","2,000.00","","2,99,31,432.51",
"11-Apr-16","CR824310995435/RMCPL15326/3","","28494903376","11-Apr-16","2,000.00","","2,99,29,432.51",
"11-Apr-16","CR824317097322/RMCPL26695/3","","28494933771","11-Apr-16","10,000.00","","2,99,19,432.51",
"11-Apr-16","CR824309979976/RMCPL24066/3","","28494865613","11-Apr-16","1,000.00","","2,99,18,432.51",
"11-Apr-16","CR824310991201/RMCPL23561/3","","28494896718","11-Apr-16","3,500.00","","2,99,14,932.51",
"11-Apr-16","CR824311005493/RMCPL25499/3","","28494870245","11-Apr-16","600","","2,99,14,332.51",
"11-Apr-16","CR824311011054/RMCPL18466/3","","28494895397","11-Apr-16","5,000.00","","2,99,09,332.51",
"11-Apr-16","CR824318121405/RMCPL11592/3","","28494959973","11-Apr-16","2,600.00","","2,99,06,732.51",
"11-Apr-16","CR824311005477/RMCPL24364/3","","28494931475","11-Apr-16","1,700.00","","2,99,05,032.51",
"11-Apr-16","CR824311008538/RMCPL07903/3","","28494859672","11-Apr-16","1,000.00","","2,99,04,032.51",
"11-Apr-16","CR824311009492/RMCPL17729/3","","28494955443","11-Apr-16","2,000.00","","2,99,02,032.51",
"11-Apr-16","CR824312022540/RMCPL22489/3","","28494864506","11-Apr-16","3,600.00","","2,98,98,432.51",
"11-Apr-16","CR824318114147/RMCPL19805/3","","28494936146","11-Apr-16","8,000.00","","2,98,90,432.51",
"11-Apr-16","CR824311014176/RMCPL28330/3","","28494958177","11-Apr-16","500","","2,98,89,932.51",
"11-Apr-16","CR824311004289/RMCPL12219/3","","28494900563","11-Apr-16","500","","2,98,89,432.51",
"11-Apr-16","MAW/502964XXXXXX6016/Akol","","28494971103","11-Apr-16","","2,100.00","2,98,91,532.51",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494949810","11-Apr-16","1,00,00,000.00","","1,98,91,532.51",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494909076","11-Apr-16","10,00,000.00","","1,88,91,532.51",
"11-Apr-16","MAW/502964XXXXXX2262/Karu","","28494887000","11-Apr-16","","1,800.00","1,88,93,332.51",
"11-Apr-16","MICRO ATM WDL FEE DT03091","","28494871063","11-Apr-16","","1,08,300.00","1,90,01,632.51",
"11-Apr-16","MICRO ATM INC DATED 03091","","28494884129","11-Apr-16","","249.48","1,90,01,881.99",
"11-Apr-16","MICRO ATM GST DATED 03091","","28494890466","11-Apr-16","","49.9","1,90,01,931.89",
"11-Apr-16","CB823716534065/RMCPL24609/2","","28494882302","11-Apr-16","3,500.00","","1,89,98,431.89",
"11-Apr-16","CB823613210175/RMCPL09615/2","","28494872420","11-Apr-16","500","","1,89,97,931.89",
"11-Apr-16","CB823611175202/RMCPL22042/2","","28494914745","11-Apr-16","10,000.00","","1,89,87,931.89",
"11-Apr-16","CB823612184507/RMCPL19298/2","","28494970517","11-Apr-16","3,000.00","","1,89,84,931.89",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494866439","11-Apr-16","5,00,000.00","","1,84,84,931.89",
"11-Apr-16","AEPS PAY Indiaforensic 0309","","28494966980","11-Apr-16","","199.58","1,84,85,131.47",
"11-Apr-16","AEPS PAY Indiaforensic 0109","","28494974442","11-Apr-16","","548.57","1,84,85,680.04",
"11-Apr-16","AEPS PAY Indiaforensic 3108","","28494973873","11-Apr-16","","100.64","1,84,85,780.68",
"11-Apr-16","MICRO ATM WDL FEE DT04091","","28494864862","11-Apr-16","","1,24,800.00","1,86,10,580.68",
"11-Apr-16","AEPS INCOME DT 03-09-2018","","28494907479","11-Apr-16","","29,912.45","1,86,40,493.13",
"11-Apr-16","AEPS GST INC DT 03-09-201","","28494922778","11-Apr-16","","5,982.49","1,86,46,475.62",
"11-Apr-16","AEPS ACQ CR ADJ FEES 0309","","28494877316","11-Apr-16","251","","1,86,46,224.28",
"11-Apr-16","AEPS ACQ REP ADJ FEES 030","","28494887567","11-Apr-16","","58.41","1,86,46,282.69",
"11-Apr-16","MICROATM INC DATED040918_","","28494884621","11-Apr-16","","229.68","1,86,46,512.37",
"11-Apr-16","MICROATM GST DATED040918_","","28494882351","11-Apr-16","","45.94","1,86,46,558.31",
"11-Apr-16","MAW/502964XXXXXX1825/NAGA","","28494876055","11-Apr-16","","800","1,86,47,358.31",
"11-Apr-16","MAW/502964XXXXXX2475/Karu","","28494888751","11-Apr-16","","1,700.00","1,86,49,058.31",
"11-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494873596","11-Apr-16","","1,18,70,700.00","3,05,19,758.31",
"11-Apr-16","CR824415350479/RMCPL17511/0","","28494888742","11-Apr-16","2,100.00","","3,05,17,658.31",
"11-Apr-16","CR824411288703/RMCPL16831/0","","28494927269","11-Apr-16","1,000.00","","3,05,16,658.31",
"11-Apr-16","CR824417372409/RMCPL23861/0","","28494904457","11-Apr-16","1,300.00","","3,05,15,358.31",
"11-Apr-16","CR824417372414/RMCPL13888/0","","28494878668","11-Apr-16","2,600.00","","3,05,12,758.31",
"11-Apr-16","CR824410261581/RMCPL16660/0","","28494915427","11-Apr-16","4,000.00","","3,05,08,758.31",
"11-Apr-16","CR824410261780/RMCPL16774/0","","28494919838","11-Apr-16","1,500.00","","3,05,07,258.31",
"11-Apr-16","CR824410276617/RMCPL14573/0","","28494895082","11-Apr-16","500","","3,05,06,758.31",
"11-Apr-16","CR824411293186/RMCPL21339/0","","28494960292","11-Apr-16","10,000.00","","3,04,96,758.31",
"11-Apr-16","TRF TO","Indiaforensic SERVICES I","28494954626","11-Apr-16","1,21,00,000.00","","1,83,96,758.31",
"12-Apr-16","AEPS ACQUIRING ADJ FEES 0","","28494903182","11-Apr-16","3","","1,83,96,755.36",
"12-Apr-16","AEPS ACQ CR ADJ FEES 0409","","28494884928","12-Apr-16","89","","1,83,96,666.86",
"12-Apr-16","AEPS ACQ REP ADJ FEES 040","","28494914395","12-Apr-16","","20.06","1,83,96,686.92",
"12-Apr-16","MICRO ATM WDL FEE DT04091","","28494962410","12-Apr-16","","98,300.00","1,84,94,986.92",
"12-Apr-16","MICROATM INCDATED040918_1","","28494929415","12-Apr-16","","250.92","1,84,95,237.84",
"12-Apr-16","MICROATM GST DATED040918_","","28494864023","12-Apr-16","","50.18","1,84,95,288.02",
"12-Apr-16","AEPS INCOME DT 04-09-2018","","28494887047","12-Apr-16","","30,950.00","1,85,26,238.02",
"12-Apr-16","AEPS GST INC DT 04-09-201","","28494957481","12-Apr-16","","6,190.00","1,85,32,428.02",
"12-Apr-16","MICRO ATM WDL FEE DT05091","","28494963785","12-Apr-16","","54,400.00","1,85,86,828.02",
"12-Apr-16","MICRO ATM INC DATED 05091","","28494926585","12-Apr-16","","113.04","1,85,86,941.06",
"12-Apr-16","MICRO ATM GST DATED 05091","","28494955936","12-Apr-16","","22.61","1,85,86,963.67",
"12-Apr-16","MAW/502964XXXXXX1989/NAGA","","28494932169","12-Apr-16","","900","1,85,87,863.67",
"12-Apr-16","Indiaforensic AEPS NPCI WDL SET","","28494920423","12-Apr-16","","1,11,26,400.00","2,97,14,263.67",
"12-Apr-16","CR824611720052/RMCPL05229/0","","28494871086","12-Apr-16","2,000.00","","2,97,12,263.67",
"12-Apr-16","CR824611720069/RMCPL22640/0","","28494904026","12-Apr-16","1,000.00","","2,97,11,263.67",
"12-Apr-16","CR824610700151/RMCPL17766/0","","28494924591","12-Apr-16","1,000.00","","2,97,10,263.67",
"12-Apr-16","CR824610710829/RMCPL19251/0","","28494869002","12-Apr-16","1,200.00","","2,97,09,063.67",
"12-Apr-16","CR824611728573/RMCPL15429/0","","28494955849","12-Apr-16","500","","2,97,08,563.67",
"12-Apr-16","CR824614767105/RMCPL24098/0","","28494923403","12-Apr-16","2,000.00","","2,97,06,563.67",
"12-Apr-16","CR824617800610/RMCPL12739/0","","28494862905","12-Apr-16","1,400.00","","2,97,05,163.67",
"12-Apr-16","CR824612744613/RMCPL16204/0","","28494873547","12-Apr-16","2,500.00","","2,97,02,663.67",
"12-Apr-16","CR824612744619/RMCPL20757/0","","28494900722","12-Apr-16","700","","2,97,01,963.67",
"12-Apr-16","CR824612744620/RMCPL26216/0","","28494892236","12-Apr-16","500","","2,97,01,463.67",
"12-Apr-16","CR824612744617/RMCPL18214/0","","28494900174","12-Apr-16","","500","2,97,00,963.67",
"12-Apr-16","CR824113527057/RMCPL27717/2","","28494949059","12-Apr-16","","2,000.00","2,96,98,963.67",
"12-Apr-16","CR824109459591/RMCPL25478/2","","28494899137","12-Apr-16","","800","2,96,98,163.67",
"12-Apr-16","CR824109453068/RMCPL21235/2","","28494942580","12-Apr-16","10,000.00","","2,96,88,163.67",
"12-Apr-16","CR824117592543/RMCPL25689/2","","28494934351","12-Apr-16","","5,000.00","2,96,83,163.67",
"12-Apr-16","CR824115564885/RMCPL16204/2","","28494967310","12-Apr-16","","500","2,96,82,663.67",
"12-Apr-16","CR824111490964/RMCPL16430/2","","28494898203","12-Apr-16","","2,500.00","2,96,80,163.67",
"12-Apr-16","CR824113541270/RMCPL17417/2","","28494898546","12-Apr-16","","1,000.00","2,96,79,163.67",
"12-Apr-16","CR824111500621/RMCPL26112/2","","28494885763","12-Apr-16","10,000.00","","2,96,69,163.67",
"12-Apr-16","CR824110480790/RMCPL20610/2","","28494896304","12-Apr-16","","2,200.00","2,96,66,963.67",
"12-Apr-16","CR824110480784/RMCPL17641/2","","28494910831","12-Apr-16","","1,300.00","2,96,65,663.67",
"12-Apr-16","CR824115559927/RMCPL11838/2","","28494879431","12-Apr-16","10,000.00","","2,96,55,663.67",
"12-Apr-16","CR824116580810/RMCPL23323/2","","28494941314","12-Apr-16","","500","2,96,55,163.67",
"12-Apr-16","CR824112510230/RMCPL22133/2","","28494878272","12-Apr-16","","1,000.00","2,96,54,163.67",
